team_id,area,name,game_count,win_count,win_pct,started_count,minutes_played,field_goals,field_goal_attempts,field_goal_pct,three_point_field_goals,three_point_field_goal_attempts,three_point_field_goal_pct,free_throws,free_throw_attempts,free_throw_pct,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,daily_fantasy_sports_points,uri,is_pow
WAS,E,Kevin Seraphin,4,3,0.75,0,13.470833333333333,2.5,5.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.25,1.25,0.75,0.0,0.75,1.0,2.75,6.0,2.825,1.0,,/players/s/serapke01.html,0
CLE,E,Luke Walton,3,1,0.3333333333333333,0,19.316666666666666,1.6666666666666667,4.0,0.4166666666666667,1.3333333333333333,2.6666666666666665,0.5,0.0,0.0,0.0,1.0,2.3333333333333335,3.3333333333333335,5.666666666666667,2.0,0.0,2.3333333333333335,2.6666666666666665,4.666666666666667,6.5,1.6666666666666667,,/players/w/waltolu01.html,0
UTA,W,Paul Millsap,2,1,0.5,2,22.875,2.5,6.5,0.38461538461538464,0.0,0.0,0.0,5.0,7.0,0.7142857142857143,2.5,5.0,7.5,1.5,3.0,0.0,2.0,3.5,10.0,9.55,0.0,,/players/m/millspa01.html,0
MIL,E,Gustavo Ayon,2,0,0.0,0,13.725,1.0,1.5,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,0.5,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2.5,2.5,5.05,-7.0,,/players/a/ayongu01.html,0
DET,E,Will Bynum,3,0,0.0,0,24.73888888888889,7.333333333333333,12.666666666666666,0.5789473684210527,0.0,1.0,0.0,2.3333333333333335,2.3333333333333335,1.0,0.3333333333333333,1.0,1.3333333333333333,3.0,1.3333333333333333,0.0,1.6666666666666667,1.0,17.0,12.966666666666667,-5.0,,/players/b/bynumwi01.html,0
MIA,E,LeBron James,4,4,1.0,4,35.075,7.25,16.5,0.4393939393939394,0.75,3.5,0.21428571428571427,7.75,10.0,0.775,1.75,7.25,9.0,7.5,1.5,0.5,3.25,1.0,23.0,20.3,10.75,,/players/j/jamesle01.html,0
ATL,E,Jeff Teague,3,2,0.6666666666666666,1,28.127777777777776,3.3333333333333335,11.0,0.30303030303030304,0.6666666666666666,3.6666666666666665,0.18181818181818182,3.0,3.0,1.0,0.6666666666666666,2.3333333333333335,3.0,7.666666666666667,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.3333333333333333,10.333333333333334,9.433333333333334,-1.3333333333333333,,/players/t/teaguje01.html,0
LAL,W,Dwight Howard,4,3,0.75,4,38.125,5.75,11.25,0.5111111111111111,0.0,0.25,0.0,8.75,15.75,0.5555555555555556,2.75,12.5,15.25,1.75,0.75,3.25,1.75,3.75,20.25,18.55,9.5,,/players/h/howardw01.html,0
NYK,E,Pablo Prigioni,4,0,0.0,0,14.4875,0.75,3.0,0.25,0.25,1.75,0.14285714285714285,0.5,0.5,1.0,1.25,1.25,2.5,2.5,1.5,0.0,1.5,2.0,2.25,2.6500000000000004,0.25,,/players/p/prigipa01.html,0
DET,E,Jonas Jerebko,3,0,0.0,1,23.04444444444444,3.6666666666666665,9.0,0.4074074074074074,0.6666666666666666,2.6666666666666665,0.25,2.0,2.0,1.0,1.6666666666666667,3.6666666666666665,5.333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,10.0,7.033333333333334,-2.0,,/players/j/jerebjo01.html,0
SAC,W,Travis Outlaw,1,1,1.0,0,5.083333333333333,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,7.0,,/players/o/outlatr01.html,0
HOU,W,James Anderson,2,1,0.5,0,5.083333333333333,0.5,1.5,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.1500000000000004,-7.0,,/players/a/anderja01.html,0
ORL,E,E'Twaun Moore,3,0,0.0,0,16.266666666666666,1.3333333333333333,4.666666666666667,0.2857142857142857,0.3333333333333333,1.6666666666666667,0.19999999999999998,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.3333333333333333,3.0,1.4000000000000001,-3.0,,/players/m/mooreet01.html,0
